finding_id,priority,certainty,review_area,title,path,start_line,end_line,evidence,reproduction,recommendation,status,reviewer,verified_by
B002-002,P2,proven,test_gate,Preflight-scans zijn afhankelijk van stdin en scannen niet deterministisch de repository,.github/workflows/quality-gates.yml,89,103,"De hardcoded-secret- en TODO-aanroepen geven rg geen pad. Met niet-interactieve lege stdin eindigde de exacte fallback groen zonder repositoryscan; vanuit een terminal doorzocht dezelfde secretregex de werkboom en matchte gewone os.getenv-aanroepen en testwaarden. De gate kan daardoor zowel stil niets controleren als vals blokkeren, afhankelijk van stdin/TTY.",Voer de twee gepinde rg-aanroepen eenmaal met lege niet-interactieve stdin en eenmaal met een expliciet repositorypad uit; vergelijk exitcodes en treffers en verifieer dat de workflowvariant geen vast doelpad heeft.,"Geef altijd een expliciet, gevalideerd doelpad zoals src tests scripts door, onderscheid rg-exitcodes 0/1/>1, gebruik de canonieke secretscanner voor echte geheimen en voeg headless-runnerfixtures toe voor nul treffers, echte treffers en toolfouten.",verified,codex-kierkegaard,codex-hypatia
B002-003,P2,proven,validation,Epic- en storyworkflow valideert geen huidige documenten en heeft tegenstrijdige gates,.github/workflows/epic-validation.yml,30,130,"De base bevat nul docs/epics/EPIC-*.md en nul docs/stories/US-*.md; docs/stories ontbreekt volledig. De frontmatterloops melden daardoor groen na nul controles. Een document met uitsluitend `id:` voldoet al aan de vijf-veldenpredicate; de uniqueness-stap eindigt onder bash -e/pipefail met exit 2 en, na reparatie daarvan, crasht de cross-referencecontrole op de ontbrekende storydirectory.",Voer de gepinde run-secties offline uit tegen de immutable base en tel vooraf de EPIC-/US-globs. Test de frontmatterpredicate met alleen `id:` en voer daarna de uniqueness- en cross-referenceblokken uit; zij eindigen respectievelijk met exit 2 en een ontbrekende-directoryfout.,"Inventariseer bestanden NUL-veilig vanuit één canonieke pad-/naamconventie, faal expliciet op een onverwacht lege scope, parse YAML-frontmatter structureel en vereis iedere sleutel afzonderlijk; test nul, één en meerdere bestanden plus duplicate IDs.",verified,codex-kierkegaard,codex-hypatia
B002-004,P2,proven,security,"CI voert externe acties uit via wijzigbare refs, inclusief een actie met een secret",.github/workflows/coverage-badge.yml,40,49,"Alle 40 `uses:`-verwijzingen in de veertien toegewezen workflows gebruiken tags of branches en nul een volledige commit-SHA. Twee codecov/codecov-action@v7-stappen ontvangen CODECOV_TOKEN; mutable labeler-, github-script- en PR-size-acties draaien met write-capable GitHub-tokens. security.yml downloadt bovendien gitleaks zonder checksum of signature. De werkelijk uitgevoerde externe code is dus niet aan de review-base gebonden.","Inventariseer de veertig `uses:`-waarden uit de gepinde workflowblobs en classificeer alleen refs met exact veertig hextekens als immutable; het resultaat is 0/40. Traceer vervolgens de token-, permissions- en ongeverifieerde binarydownloadstappen.","Pin iedere actie op een gereviewde volledige commit-SHA met een versiecommentaar, beperk permissions per job tot het minimum en laat Dependabot gecontroleerde SHA-updates voorstellen; verifieer gedownloade binaries met een onafhankelijk gepinde checksum of signature.",verified,codex-kierkegaard,codex-hypatia
B002-005,P3,proven,evidence_integrity,Always-run epicrapport claimt succes na gefaalde of overgeslagen controles,.github/workflows/epic-validation.yml,132,154,"De rapportstap en uploadstap gebruiken if: always(). Het rapport schrijft onvoorwaardelijk drie groene succesregels voor frontmatter, uniqueness en cross-references. Op de immutable base faalt de uniqueness-stap aantoonbaar met exit 2, maar het geüploade rapport zou desondanks alle drie als geslaagd markeren.",Laat een voorafgaande validatiestap in een offline workflowmodel niet-nul eindigen en evalueer daarna de letterlijke always-run rapportsectie; vergelijk de vaste groene regels met de werkelijke step outcomes.,"Leg iedere step outcome en telling machineleesbaar vast, genereer het rapport daaruit, markeer failed/skipped correct en laat de upload wel altijd lopen zonder de resultaten als groen te fabriceren.",verified,codex-kierkegaard,codex-hypatia
B002-006,P3,proven,feedback,Gefaalde contracttest kan een groene PR-comment plaatsen,.github/workflows/contract-tests.yml,107,124,"De PR-commentstap draait met `if: always()` en controleert alleen of pytest.xml bestaat. Pytest schrijft dat bestand ook bij failures en collection errors; de body gebruikt dan nog steeds een groen vinkje en dezelfde 'completed'-tekst, zonder failurestatus of aantallen, terwijl de workflowjob rood kan zijn.",Gebruik een geïsoleerd JUnit-bestand met een failure en één met een collection error. Evalueer de gepinde JavaScriptvoorwaarde: alleen file-existence wordt gelezen en in beide gevallen wordt dezelfde groene completed-body gekozen.,"Parse de JUnit-totalen of gebruik job.status, kies expliciete pass/fail/blocked feedback met aantallen en runlink, en voorkom een groen succesicoon wanneer failures of collection errors aanwezig zijn.",verified,codex-kierkegaard,codex-hypatia
B003-001,P2,proven,test_gate,Make-testtargets negeren de gekozen project-Python en gebruiken ambient pytest,Makefile,51,105,"Het Makefile selecteert op regels 1-3 expliciet PY=.venv/bin/python wanneer die bestaat. De markercheck gebruikt `$(PY)`, maar daarna roepen alle twaalf pytest-recepten op regels 51-105 bare `pytest` aan. Installatie, versie en plugins kunnen daardoor afwijken van de gekozen projectinterpreter.",Voer offline uit: PATH=/usr/bin:/bin PYTHONDONTWRITEBYTECODE=1 /usr/bin/make PY=/Users/chrislehnen/Projecten/Definitie-app/.venv/bin/python test. De markercheck slaagt via de opgegeven Python; daarna faalt de target met `pytest: command not found` en make-exitcode 2. `make -n` toont twaalf bare-pytestrecepten.,Roep in alle testtargets `$(PY) -m pytest` aan via één gedeelde variabele/helper en voeg een regressietest toe die PATH zonder een globale pytest uitvoert.,verified,codex-galileo,codex-kierkegaard
B004-001,P1,proven,security,Globale Gitleaks-allowlists schakelen secret-detectie uit voor alle tests en documentatie,.gitleaks.toml,13,51,"De globale allowlists noemen onder meer `.*test_.*.py`, tests/security en vrijwel alle documentatiepaden, maar zetten geen AND-condition. Gitleaks combineert deze criteria daardoor als alternatieven: alleen het pad is voldoende om iedere secretmatch te onderdrukken. De configuratie is actief in pre-commit en de securityworkflow.","Scan met de baseconfig drie tijdelijke Git-repositories die elk dezelfde synthetische, niet-echte PAT-vorm bevatten. Met lokaal gitleaks 8.28.0 geven docs/ en tests/ exitcode 0 en nul findings; dezelfde inhoud onder src/ geeft exitcode 1 en één finding. Dit bewijst dat het pad, niet alleen het voorbeeldpatroon, wordt toegestaan.","Gebruik per uitzondering `condition = ""AND""` met zo smal mogelijke path-, regex- en/of stopwordcriteria; sta nooit hele test- of documentatiebomen toe. Voeg in pre-commit/CI adversarial secret-canaries toe voor iedere toegestane padklasse.",verified,codex-galileo,codex-kierkegaard
B004-002,P2,proven,test_gate,Pre-commit smokehook maskeert iedere test- en runnerfout als succes,.pre-commit-config.yaml,60,66,"De hook voert `pytest -m smoke --tb=short --maxfail=1 -q || true` uit. `|| true` converteert testfailures, collection/importfouten en een ontbrekende runner allemaal naar exitcode 0, zodat de hook geen blokkade kan vormen.","Voer exact de hookcommand uit met PATH=/usr/bin:/bin. Bash meldt `pytest: command not found`, maar de volledige command retourneert exitcode 0.","Verwijder `|| true`, voer pytest via een reproduceerbare projectinterpreter uit en laat elke onverwachte niet-nulstatus door. Modelleer een eventuele bewust niet-beschikbare smokeomgeving afzonderlijk als expliciete skip, niet als algemeen succes.",verified,codex-galileo,codex-kierkegaard
B004-003,P2,proven,functionality,AI-service leest rate-limitwaarden uit de verkeerde configuratiesectie,config/config.yaml,61,77,"De YAML definieert requests_per_minute=60, requests_per_hour=1000 en max_concurrent_requests=10 onder `rate_limiting`. ConfigManager materialiseert die sectie als `rate_limiting`, terwijl AIServiceV2 regels 79-94 niet-bestaande `rate_limit_*` attributen onder `api` leest en daardoor terugvalt op 60/3000/10. Ook RATE_LIMIT_RPM/RPH-overrides landen in de genegeerde sectie.","Laad de baseconfig met ConfigManager en construeer AIServiceV2 met netwerkclients gemockt. De config rapporteert 60/1000/10; de service rapporteert 60/3000/10, en `api` heeft de gezochte rpm/rph-attributen niet.","Construeer RateLimitConfig vanuit `config_mgr.rate_limiting`, map de daadwerkelijke veldnamen expliciet en valideer grenzen. Voeg contracttests toe met afwijkende YAML-waarden en environment-overrides.",verified,codex-galileo,codex-kierkegaard
B004-004,P2,proven,functionality,Weblookup-hoofdschakelaar en drie ingeschakelde providers hebben geen runtime-effect,config/web_lookup_defaults.yaml,1,126,"De configuratie bevat `web_lookup.enabled` en schakelt eur_lex, wikidata en dbpedia in. ModernWebLookupService._setup_sources leest de hoofdschakelaar niet en bouwt voor die drie providers geen source. Daardoor kan globaal uitschakelen de zeven wel gebouwde sources niet stoppen en zijn drie geconfigureerde providers nooit beschikbaar.","Monkeypatch offline de geladen config naar global enabled=false met eur_lex/wikidata/dbpedia enabled=true en construeer de service met providerclients gemockt. `global_enabled=False`, maar de runtime bevat brave_search, overheid, overheid_zoek, rechtspraak, wetgeving, wikipedia en wiktionary; dbpedia, eur_lex en wikidata ontbreken.","Gebruik een getypeerd providerschema, blokkeer de volledige service wanneer de hoofdschakelaar uit staat en faal bij een ingeschakelde maar niet-ondersteunde provider. Test exacte gelijkheid tussen geconfigureerde en gebouwde providers.",verified,codex-galileo,codex-kierkegaard
B004-005,P2,proven,architecture,De vermeende toetsregels-single-source-of-truth voert vrijwel geen beleidssecties uit,config/toetsregels/toetsregels_config.yaml,7,244,"De configuratie declareert laadbeleid, prioriteiten, scoring, uitvoering, caching, validatie, dependencies, rapportage, tests en overrides. In de immutable base laadt alleen violation_builder.py dit bestand en leest uitsluitend `violation_category_prefixes`; de overige beleidssecties hebben geen productieconsumer. De 119 relevante groene tests oefenen alleen configuratiebasics en de externe categoriemapping uit.","Zoek exacte bestandsnaam en top-level sleutels in alle baseblobs en traceer iedere YAML-loader. Alleen violation_builder.py opent dit bestand en gebruikt de prefixmapping; er bestaat geen runtimepad dat bijvoorbeeld require_both_formats, execution, scoring of dependencybeleid toepast.",Maak één getypeerde loader de daadwerkelijke bron voor managers/services en faal op onbekende of inerte sleutels; voeg mutation/contracttests per beleidssectie toe. Verwijder of archiveer secties die bewust alleen documentatie zijn.,verified,codex-galileo,codex-kierkegaard
B004-006,P3,proven,developer_workflow,Trunk declareert een afwijkende Python- en linttoolchain buiten de pin-consistentiecheck,.trunk/trunk.yaml,13,45,"Trunk pint Python 3.10.8, gitleaks 8.28.0, black 25.9.0, ruff 0.14.3 en isort 7, terwijl de canonieke projecttooling Python 3.13, gitleaks 8.29.1, black 26.5.1 en ruff 0.15.20 gebruikt en isort expliciet door Ruff is vervangen. `check_tool_pins.py` meldt groen omdat het Trunk niet controleert. Geen CI-caller voor Trunk werd gevonden, dus de impact is lokaal/dormant.","Vergelijk de baseblobs `.trunk/trunk.yaml`, `.pre-commit-config.yaml` en `requirements-dev.txt` en voer `python scripts/check_tool_pins.py` uit. De versies wijken aantoonbaar af terwijl de check `consistent across all sources` rapporteert.",Verwijder de ongebruikte Trunkconfig of lijn alle versies en linters uit. Neem iedere behouden tooldeclaratie op in de pin-check en test dat lokale en CI-tools dezelfde configuratie en Pythonversie gebruiken.,verified,codex-galileo,codex-kierkegaard
B004-007,P3,proven,architecture,Meerdere omvangrijke production-gelabelde ontologieconfiguraties hebben geen runtimeconsumer,config/ufo_rules_v5.yaml,1,380,"ufo_rules.yaml (v2, 16 categorieën), ufo_rules_v5.yaml (v5, 10 categorieën, `production-ready`) en category_patterns.yaml (4 categorieën) definiëren onderling verschillende classificatiecontracten. Exacte pad- en filenaamtracering in src/tests/scripts vindt voor geen van deze bestanden een loader; de actieve improved classifier gebruikt config/classification/term_patterns.yaml. De bestanden zijn dus dormant configuratieschaduw, geen huidige runtimepolicy.","Inventariseer alle YAML-open/load-calls in de base en zoek exacte bestandsnamen `ufo_rules.yaml`, `ufo_rules_v5.yaml` en `category_patterns.yaml`. Er zijn geen consumers; construeer vervolgens de actieve classifier en observeer dat die term_patterns.yaml laadt.",Wijs één getypeerde en geversioneerde ontologieconfiguratie als canoniek aan en archiveer of verwijder de overige na expliciete toestemming. Voeg een reachability- en schemacheck toe die production-gelabelde config zonder consumer afkeurt.,verified,codex-galileo,codex-kierkegaard
B005-001,P2,proven,security,UV-hashlocks laten de dependency-confusion-gate nul dependencies controleren,requirements.txt,3,2493,"Alle 92 runtime-items en alle 96 items in requirements-dev.txt beginnen als een uv-continuatieregel `naam==versie \` met hashes op vervolgregels. De actieve scripts/ci/check_namespace_collisions.py parseert iedere fysieke regel afzonderlijk met packaging.Requirement; de trailing backslash veroorzaakt InvalidRequirement en wordt stil als None overgeslagen. Een echte default-run op beide locks eindigt met exitcode 0 en meldt `geen packages in requirements*.txt — 23 src/-modules ongecontroleerd`, hoewel de locks samen 188 package-items bevatten. De pre-commitconfig roept deze guard als dependency-confusion-check aan. De 55 gerichte tests slagen maar bevatten geen uv-multiline/hashlockfixture.","Voer `python scripts/ci/check_namespace_collisions.py` uit en observeer exit 0 plus nul gevonden packages. Roep daarnaast `extract_distribution_name('services==1.0 \\')` aan: dat retourneert None, terwijl dezelfde regel zonder backslash `services` retourneert. `collect_distributions(DEFAULT_REQ_FILES)` retourneert op de immutable locks een lege set.","Parseer eerst volledige logische requirementrecords door backslashcontinuaties en pip-opties/hashes samen te voegen, en voer daarna packaging.Requirement uit. Laat de gate fail-closed stoppen wanneer niet-lege lockbestanden nul dependencies opleveren. Voeg regressietests toe met een echte uv-generated hashlock en een botsende src-modulenaam.",verified,codex-hypatia,codex-galileo
